sl,state,district,female_literacy,agricultural_labour,wealth,mpce,poverty_head_ratio,poverty_gap_ratio,Squared_poverty_gap,gini,Log_mean_deviation,theil_index,rank_dist_phc_ratio,sort_ght,bmi_less,percent_ of_ poor,total_population,total_poor_population,rice,per_capita_rice,Jowar,per_capita_jowar,bajra,per_capita_bajra,maize,per_capita_maize,ragi,per_capita_ragi,wheat,per_capita_wheat,Other_cereals_and_millets,per_capita_other_cereal_millet,total_cereals_and_millets,per_capita_total_cereals_millets,bmi_1849_lessthan185,urban,stunted_5,Wasted_5,Underweight_5,Open_defecation ,Low_birth_weight
401,Odisha,Bargarh,65.38,40.88,21.87,1051,45.59,8.8,2.28,0.24,0.09,0.15,450,13.3,33.2,67.2,1481255,995403,278989,0.2803,0,0,0,0,434,0.0004,1,0,6,0,166,0.0002,279596,0.2809,32,0,39.7,24.5,39,0.7001,0.1753
355,Maharashtra,Kolhapur,74.22,9.66,43.41,1642,16.36,2.99,0.82,0.21,0.07,0.09,136,9.2,29.5,27.4,3876001,1062024,106100,0.0999,18900,0.0178,0,0,7800,0.0073,23500,0.0221,8500,0.008,4300,0.004,169100,0.1592,26.7,16.3,26.3,24.5,31.2,0.099,0.244
70,Bihar,Madhepura,41.74,53.23,16.91,1025,52.63,13.18,4.04,0.22,0.08,0.09,518,24.8,33.2,87.5,2001762,1751542,84094,0.048,0,0,0,0,40885,0.0233,220,0.0001,9601,0.0055,33,0,134833,0.077,33.8,0,52.5,24.4,49.2,0.8092,0.1073
209,Jharkhand,Sahibganj,43.31,36.12,14.3,889,68.33,17.29,5.91,0.23,0.08,0.12,594,20.4,30.9,79.7,1150567,917002,33613,0.0367,0,0,429,0.0005,1641,0.0018,0,0,3227,0.0035,1094,0.0012,40004,0.0436,32.1,0,50.9,24.4,49.7,0.6574,0.1379
139,Gujarat,Dohad,47.65,36.64,13.85,1045,68.3,13.44,4.55,0.19,0.07,0.1,593,13.3,44.2,75.3,2127086,1601696,45600,0.0285,700,0.0004,0,0,123200,0.0769,0,0,64200,0.0401,1800,0.0011,235500,0.147,47.2,0,43.4,24.4,50.8,0.7461,0.2516
569,Uttar Pradesh,Pratapgarh,58.45,32.37,39.93,974,58.59,12.5,3.93,0.23,0.1,0.38,558,17.4,26.2,64.6,3209141,2073105,125108,0.0603,3218,0.0016,9527,0.0046,491,0.0002,0,0,168495,0.0813,6,0,306845,0.148,28.1,0,42.3,24.4,42.6,0.811,0.096
124,Gujarat,Patan,61.05,32.42,24.35,1399,55.19,12.6,4,0.33,0.2,1.22,533,7.4,28,34.3,1343734,460901,0,0,0,0,94400,0.2048,0,0,0,0,32300,0.0701,2100,0.0046,128800,0.2795,33.8,0,37.2,24.4,38.4,0.3907,0.1778
457,Rajasthan,Bikaner,53.23,8.78,29.53,1731,23.7,4.27,1.14,0.29,0.13,0.18,225,2.5,25.8,30.4,2363937,718637,8,0,41,0.0001,117985,0.1642,1,0,0,0,113183,0.1575,0,0,231218,0.3217,27.06,18.52,34.5,24.4,33.2,0.2589,0.1361
230,Karnataka,Bidar,61.55,26.85,26.95,1256,36.52,6.78,2.04,0.23,0.08,0.11,350,11.5,29.8,44.5,1703300,757969,525,0.0007,53691,0.0708,1878,0.0025,1518,0.002,4708,0.0062,0,0,9,0,62329,0.0822,29.5,0,42.7,24.3,39.4,0.6604,0.1738
152,Haryana,Kaithal,59.24,20.6,40.8,2006,13.27,2.52,0.65,0.28,0.13,0.23,85,5.2,16.2,10.3,1074304,110653,161850,1.4627,0,0,2497,0.0226,22,0.0002,0,0,174952,1.5811,0,0,339324,3.0666,16.4,0,34.5,24.3,37.5,0.1282,0.1724
86,Bihar,Nalanda,53.1,40.73,18.73,891,73.65,24.5,9.82,0.27,0.11,0.18,610,19.9,31.1,65.2,2877653,1876230,115098,0.0613,0,0,0,0,8053,0.0043,5,0,84126,0.0448,13,0,207295,0.1105,33.3,0,54.5,24.2,50.2,0.6037,0.1988
304,Madhya Pradesh,Katni,61.56,35.7,19.35,1145,64.06,18.52,6.42,0.35,0.19,0.32,582,12.1,28.5,69.2,1292042,894093,118181,0.1322,371,0.0004,0,0,2976,0.0033,0,0,105626,0.1181,709,0.0008,227863,0.2549,29.4,0,45.5,24.2,43.1,0.7224,0.163
71,Bihar,Saharsa,41.68,49.12,15.77,1210,36.58,7.65,2.48,0.23,0.09,0.11,352,19.9,31.8,81.6,1900661,1550939,78692,0.0507,0,0,0,0,29676,0.0191,468,0.0003,49757,0.0321,0,0,158593,0.1023,35.5,0,43.8,24.2,44.4,0.7427,0.125
210,Jharkhand,Pakur,40.52,32.6,13.77,1063,39.79,9.78,3.65,0.23,0.09,0.11,390,23,36.4,86.4,900422,777965,36064,0.0464,0,0,190,0.0002,1428,0.0018,0,0,4579,0.0059,26,0,42287,0.0544,38.2,0,52,24.1,46.9,0.8474,0.1063
228,Karnataka,Bagalkot,58.4,22.57,29.83,1075,53.51,12.69,4.78,0.27,0.12,0.21,524,7.7,17.5,42.6,1889752,805034,17,0,98584,0.1225,29342,0.0364,65692,0.0816,0,0,22101,0.0275,12,0,215748,0.268,21.1,21.5,47.8,24.1,44.6,0.7384,0.1388
482,Rajasthan,Chittaurgarh,46.53,10.48,32.79,1551,32.56,6.1,1.88,0.3,0.15,0.28,309,4.5,28.2,50.8,1544338,784524,857,0.0011,13693,0.0175,226,0.0003,111412,0.142,0,0,157881,0.2012,0,0,284069,0.3621,32.15,0,38.9,24.1,41.9,0.6196,0.2366
159,Haryana,Hisar,62.25,17.67,41.12,2003,19.77,3.8,1.07,0.3,0.15,0.22,185,1.1,15.7,10.9,1743931,190088,61702,0.3246,0,0,2420,0.0127,0,0,0,0,225515,1.1864,0,0,289639,1.5237,17.2,10.4,26.3,24.1,23.5,0.0956,0.1471
565,Uttar Pradesh,Mahoba,53.22,31,29.86,1098,48.23,12.68,4.35,0.26,0.11,0.12,473,7.2,36.3,61.9,875958,542218,18,0,1814,0.0033,0,0,11,0,0,0,69202,0.1276,6,0,71051,0.131,35,0,44.1,24,47.7,0.5777,0.2
560,Uttar Pradesh,Kanpur Nagar,75.05,14.65,43.78,1543,40.04,9.62,3.09,0.33,0.18,0.26,391,13.6,18.4,23.3,4581268,1067435,32678,0.0306,12333,0.0116,1175,0.0011,21778,0.0204,0,0,102215,0.0958,17,0,170196,0.1594,0,0,43.2,24,41.8,0.2341,0.1488
217,Jharkhand,Hazaribagh,58.95,24.18,30.14,1196,33.29,6.36,1.68,0.24,0.1,0.14,317,19.3,37.6,55.7,1734495,966114,39639,0.041,0,0,0,0,5441,0.0056,803,0.0008,3217,0.0033,108,0.0001,49208,0.0509,33.4,0,49.3,23.9,47.1,0.6689,0.1309
337,Maharashtra,Hingoli,68.95,23,21.44,1397,36.96,10.84,3.88,0.27,0.12,0.14,354,5.4,32.9,48.8,1177345,574544,15900,0.0277,94500,0.1645,600,0.001,800,0.0014,0,0,43500,0.0757,100,0.0002,155400,0.2705,30.4,0,40,23.9,36.9,0.5187,0.1667
286,Madhya Pradesh,Neemuch,57.13,21.12,29.88,1349,25.07,4.13,1.16,0.2,0.07,0.1,239,8.1,34,44.2,826067,365122,32,0.0001,200,0.0005,0,0,18629,0.051,0,0,47567,0.1303,0,0,66428,0.1819,34.2,0,37.6,23.9,39.2,0.6005,0.3611
130,Gujarat,Rajkot,74.43,10.7,49.68,2218,16.46,2.45,0.51,0.29,0.13,0.19,138,4.3,17.6,8.7,3804558,330997,0,0,6300,0.019,18400,0.0556,800,0.0024,0,0,90800,0.2743,0,0,116300,0.3514,0,0,29.8,23.8,0,0.1867,0.1332
469,Rajasthan,Jodhpur,51.83,13.54,37.07,2066,21.03,3.03,0.76,0.37,0.25,2.39,199,2.8,21.3,31,3687165,1143021,0,0,44475,0.0389,417348,0.3651,6,0,0,0,77939,0.0682,0,0,539768,0.4722,23.51,16,40.8,23.7,38.6,0.3785,0.2359
434,Puducherry,Karaikal,82.02,15.84,47.57,2160,8.13,0.94,0.19,0.31,0.16,0.32,34,6.2,10,17.9,200222,35840,4225,0.1179,0,0,0,0,0,0,1,0,0,0,0,0,4226,0.1179,18.1,12.6,19,23.7,24.8,0.2936,0.1795
215,Jharkhand,Palamu,52.09,49.77,20.77,1691,28.17,7.48,2.63,0.36,0.21,0.35,276,18.9,36.2,80,1939869,1551895,42178,0.0272,20,0,2,0,25114,0.0162,135,0.0001,10527,0.0068,592,0.0004,78568,0.0506,32.4,0,45.8,23.6,43.9,0.7731,0.175
280,Madhya Pradesh,Panna,54.44,37.88,16.35,847,83.14,21.74,7.84,0.24,0.09,0.15,622,12.9,28.7,76.1,1016520,773572,61428,0.0794,2645,0.0034,16,0,1637,0.0021,0,0,74522,0.0963,644,0.0008,140892,0.1821,25.9,0,43.6,23.6,40.8,0.751,0.2264
151,Haryana,Kurukshetra,68.84,22.04,50.27,2190,14.16,2.36,0.57,0.3,0.14,0.21,96,3.4,11.9,4.3,964655,41480,119546,2.882,2113,0.0509,22,0.0005,1241,0.0299,0,0,113361,2.7329,0,0,236289,5.6964,10.7,0,33,23.6,27.1,0.0512,0.1748
255,Karnataka,Bangalore Rural,70.63,12.19,41.47,1405,27.85,2.97,0.65,0.29,0.14,0.28,273,7.9,18.3,20.8,990923,206112,336,0.0016,0,0,0,0,1902,0.0092,15994,0.0776,0,0,0,0,18232,0.0885,13.2,0,30.8,23.6,26.8,0.1663,0.1067
353,Maharashtra,Ratnagiri,74.53,14.61,30.89,1556,23.71,4.95,1.59,0.25,0.11,0.13,226,8.5,32.6,38.8,1615069,626647,78800,0.1257,0,0,0,0,100,0.0002,18300,0.0292,0,0,5500,0.0088,102700,0.1639,33.3,0,27.1,23.6,28.9,0.1237,0.1914
346,Maharashtra,Pune,81.05,5.64,56.53,2709,14.7,3.15,1.03,0.37,0.23,0.41,106,6,22.6,11,9429408,1037235,57700,0.0556,465600,0.4489,123900,0.1195,14900,0.0144,12000,0.0116,64700,0.0624,3800,0.0037,742601,0.7159,23.4,14.7,21.7,23.6,25.6,0.0836,0.1966
548,Uttar Pradesh,Shahjahanpur,49.57,29.62,28.53,1081,47.25,10.43,3.16,0.21,0.07,0.1,465,19.8,28.3,68.1,3006538,2047452,190621,0.0931,441,0.0002,5337,0.0026,1236,0.0006,0,0,247915,0.1211,2,0,445552,0.2176,30,0,49.9,23.5,54.3,0.5382,0.209
126,Gujarat,Sabarkantha,64.69,24.28,24.83,1463,25.26,5.47,1.64,0.22,0.07,0.09,243,6.8,33.8,41.2,2428589,1000579,10300,0.0103,1700,0.0017,21500,0.0215,105400,0.1053,0,0,117600,0.1175,200,0.0002,256700,0.2566,38.3,0,51.6,23.4,45.5,0.4876,0.1737
207,Jharkhand,Deoghar,51.8,34.87,24.69,1086,52.31,13.08,4.3,0.27,0.12,0.16,516,28.3,43.9,69.5,1492073,1036991,31936,0.0308,0,0,0,0,2966,0.0029,0,0,3457,0.0033,0,0,38359,0.037,42.3,0,45.7,23.3,46,0.7372,0.1859
226,Jharkhand,Saraikela Kharsawan,55.88,30.2,26.76,,,,,,,,,22.2,44.2,63.4,1065056,675246,55682,0.0825,0,0,0,0,369,0.0005,0,0,287,0.0004,0,0,56338,0.0834,41.3,0,45.3,23.3,52.6,0.6537,0.1349
134,Gujarat,Amreli,66.09,24.84,35.37,1711,7.56,1.41,0.42,0.19,0.06,0.1,30,7.5,16.7,13.8,1514190,208958,0,0,0,0,25400,0.1216,1500,0.0072,0,0,31000,0.1484,100,0.0005,58000,0.2776,16.7,0,37.3,23.3,31.7,0.2154,0.1457
476,Rajasthan,Tonk,45.45,12.96,27.73,1671,21.48,3.37,0.79,0.29,0.15,0.32,207,2.8,32.3,47.9,1421326,680815,1,0,61820,0.0908,44643,0.0656,8708,0.0128,0,0,69184,0.1016,0,0,184356,0.2708,33.27,0,33.1,23.3,0,0.5736,0.251
351,Maharashtra,Solapur,68.55,16.4,34.2,1928,21.1,4.28,1.46,0.28,0.13,0.24,201,9.6,22.2,33.3,4317756,1437813,500,0.0003,673200,0.4682,25100,0.0175,27100,0.0188,0,0,48400,0.0337,300,0.0002,774601,0.5387,20.2,16.9,26.4,23.3,34.6,0.3904,0.177
259,Kerala,Wayanad,85.7,22.74,32.08,1988,14.43,2.68,0.86,0.31,0.15,0.23,103,3.3,17.4,11.9,817420,97273,9204,0.0946,0,0,0,0,0,0,0,0,0,0,0,0,9204,0.0946,12.4,0,26.4,23.3,27.2,0.0226,0.2018
245,Karnataka,Mandya,62.54,16.9,34.76,1610,19.07,3.13,0.81,0.26,0.11,0.15,171,7.8,19,24.2,1805769,436996,43663,0.0999,0,0,11,0,3811,0.0087,38035,0.087,0,0,905,0.0021,86425,0.1978,20.1,0,21.2,23.3,20.3,0.3106,0.1974
81,Bihar,Bhagalpur,54.89,44.97,22.62,1050,61.67,14.7,4.56,0.24,0.09,0.13,574,21.9,27.4,66.8,3037766,2029228,32004,0.0158,10,0,10,0,40696,0.0201,0,0,48349,0.0238,167,0.0001,121236,0.0597,29,0,47.8,23.2,40.8,0.5388,0.0966
206,Jharkhand,Giridih,48.72,32.84,26.28,1020,47.69,9.9,2.85,0.21,0.07,0.09,469,17.7,36.9,71.7,2445474,1753405,45621,0.026,0,0,470,0.0003,3880,0.0022,1372,0.0008,8994,0.0051,282,0.0002,60619,0.0346,36.4,0,47.2,23.2,40.6,0.7891,0.1166
326,Maharashtra,Akola,83.54,32.44,25.54,1462,41.49,7.62,2.46,0.25,0.11,0.19,406,7.2,28,32.7,1813906,593147,0,0,83200,0.1403,2400,0.004,500,0.0008,0,0,10300,0.0174,100,0.0002,96500,0.1627,27.1,22.1,40.5,23.2,39.3,0.426,0.1411
328,Maharashtra,Amravati,83.1,36.55,25.05,1541,37.38,9.26,3.25,0.29,0.13,0.22,358,12.8,28.1,28.5,2888445,823207,11000,0.0134,103000,0.1251,800,0.001,1000,0.0012,0,0,11100,0.0135,5300,0.0064,132200,0.1606,29.9,21.8,40.6,23.1,33,0.296,0.1422
67,Bihar,Kishanganj,46.76,55.32,16.99,1076,49.92,13.5,4.99,0.24,0.09,0.11,491,18.8,32.4,88.5,1690400,1496004,78412,0.0524,0,0,0,0,3505,0.0023,109,0.0001,17732,0.0119,0,0,99758,0.0667,36.2,0,46.9,23,45.4,0.7982,0.0823
427,Odisha,Rayagada,39.19,46.92,12.52,916,56.67,14.55,5.45,0.24,0.09,0.11,542,27.9,30.8,76.6,967911,741420,61391,0.0828,0,0,0,0,3568,0.0048,10862,0.0147,0,0,9640,0.013,85461,0.1153,35.6,0,44.3,23,42.4,0.752,0.2386
503,Tamil Nadu,Karur,66.86,19.22,46.61,2069,20.57,3.53,0.94,0.3,0.15,0.42,193,8.6,10.4,13,1064493,138384,3672,0.0265,7194,0.052,233,0.0017,410,0.003,0,0,0,0,5,0,11514,0.0832,18.8,9.7,27.4,23,28.9,0.4514,0.1115
423,Odisha,Subarnapur,64.04,42.82,18.94,915,57.15,14.01,4.78,0.23,0.09,0.12,547,20.4,36.7,72.9,610183,444823,134602,0.3026,0,0,0,0,28,0.0001,0,0,0,0,46,0.0001,134676,0.3028,33.3,0,46.9,22.9,43,0.7816,0.1765
530,Uttar Pradesh,Bijnor,59.72,26.97,34.17,1156,43.81,10.34,3.74,0.25,0.11,0.2,433,14,18.3,38.2,3682713,1406796,54534,0.0388,4,0,0,0,0,0,0,0,101136,0.0719,0,0,155674,0.1107,24.7,0,42.8,22.9,41.8,0.2483,0.2721
104,Chhattisgarh,Janjgir - Champa,61.31,39.86,19.82,994,56.97,13.64,4.42,0.24,0.09,0.15,544,10.8,27.2,54.5,1619707,882740,254371,0.2882,0,0,0,0,296,0.0003,0,0,1765,0.002,28,0,256460,0.2905,28.6,0,36.2,22.9,34.7,0.6293,0.1306
100,Chhattisgarh,Surguja,50.32,39.91,15.85,1111,42.47,9.61,3.08,0.25,0.1,0.13,419,13,41.1,83,2359886,1958705,118030,0.0603,112,0.0001,0,0,9470,0.0048,4,0,5199,0.0027,3738,0.0019,136553,0.0697,0,0,32.9,22.9,34.7,0.7374,0.1857
638,Telangana,Nalgonda,44.72,23.03,22.39,1419,35.21,11.03,4.18,0.32,0.17,0.26,337,11.5,37.6,26.8,3488809,935001,212730,0.2275,2162,0.0023,55,0.0001,2540,0.0027,0,0,0,0,0,0,217487,0.2326,27.8,0,29.6,22.9,34.1,0.3959,0.1761
66,Bihar,Araria,43.93,54.13,18.47,1108,45.25,10.42,3.09,0.23,0.09,0.12,447,15.3,40,90.7,2811569,2550093,115826,0.0454,0,0,0,0,42246,0.0166,145,0.0001,36223,0.0142,0,0,194440,0.0762,40,0,48.9,22.8,45.4,0.8222,0.1406
421,Odisha,Kandhamal,51.94,41.27,12.37,896,58.99,16.46,6.19,0.26,0.11,0.15,561,17.4,28.4,84.8,733110,621677,40770,0.0656,0,0,0,0,1336,0.0021,13,0,0,0,456,0.0007,42575,0.0685,28.9,0,38.7,22.8,43.1,0.8226,0.2308
349,Maharashtra,Latur,69.63,23.37,24.91,1637,25.77,5.46,1.71,0.24,0.1,0.12,254,4.9,29.7,45.4,2454196,1114205,20700,0.0186,186600,0.1675,9300,0.0083,4600,0.0041,0,0,24800,0.0223,1600,0.0014,247600,0.2222,25.3,0,36.3,22.8,34.5,0.5203,0.1449
526,Tripura,Dhalai,79.79,24.04,13.38,1870,2.55,0.56,0.17,0.17,0.05,0.06,3,24.9,19.8,73.6,378230,278377,21145,0.076,0,0,0,0,1092,0.0039,0,0,7,0,0,0,22244,0.0799,15.7,0,32.6,22.8,27.2,0.086,0.1277
239,Karnataka,Davanagere,68.91,22.41,34.32,1430,33.59,5.8,1.85,0.28,0.13,0.19,322,7.2,21.4,26.6,1945497,517502,77883,0.1505,7462,0.0144,563,0.0011,185277,0.358,11137,0.0215,82,0.0002,134,0.0003,282539,0.546,25.5,18,48,22.7,41.9,0.3177,0.1576
596,Uttar Pradesh,Sonbhadra,52.14,43.25,28.35,1016,57.26,14.44,5.03,0.27,0.12,0.17,548,13.1,26.2,71.7,1862559,1335455,45936,0.0344,2517,0.0019,184,0.0001,14510,0.0109,0,0,66798,0.05,11753,0.0088,141698,0.1061,24.6,0,45.7,22.7,46.6,0.7444,0.1441
509,Tamil Nadu,Thiruvarur,76.72,40.61,43.34,1677,14.95,2.63,0.71,0.23,0.09,0.17,111,7.4,16.2,40.1,1264277,506975,186958,0.3688,0,0,0,0,0,0,0,0,0,0,0,0,186958,0.3688,20.9,0,29.1,22.7,29.6,0.4798,0.176
631,Telangana,Adilabad,69.4,9.4,49.11,2411,16.96,3.56,1.11,0.37,0.22,0.37,145,11.5,38.4,49.3,2741239,1351431,57504,0.0426,18382,0.0136,1644,0.0012,21414,0.0158,4,0,2728,0.002,0,0,101676,0.0752,39.1,0,39.2,22.6,35.8,0.6097,0.2039
617,West Bengal,Maldah,56.96,32.8,15.99,1309,29.83,5.33,1.52,0.26,0.11,0.21,282,16.3,26.4,70.7,3988845,2820113,206350,0.0732,0,0,0,0,17138,0.0061,0,0,50641,0.018,0,0,274129,0.0972,25.2,0,38.4,22.6,37.2,0.3561,0.2082
395,Delhi,East,84.99,0.41,68.59,3023,18.86,4.15,1.34,0.34,0.19,0.28,165,11.8,4.1,4.3,1709346,73502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,22.6,0,0.0068,0.25
352,Maharashtra,Satara,76.31,12.48,38.13,1959,12.4,2.37,0.7,0.31,0.18,0.6,76,6.5,29.3,27.8,3003741,835040,45400,0.0544,200100,0.2396,89900,0.1077,13300,0.0159,8900,0.0107,35300,0.0423,5200,0.0062,398100,0.4767,33.9,0,22,22.6,27.8,0.1832,0.1818
533,Uttar Pradesh,Jyotiba Phule Nagar,52.1,20.11,30.57,1210,35.75,7.32,2.22,0.24,0.09,0.11,342,11.3,30,43.2,1840221,794975,24184,0.0304,0,0,4035,0.0051,1592,0.002,0,0,93688,0.1179,0,0,123499,0.1553,0,0,45,22.5,0,0.3115,0.2743
52,Assam,Bongaigaon,64.43,16.36,27.18,1286,41.52,8.68,2.93,0.27,0.13,0.23,407,11.7,21.8,64.1,738804,473573,57176,0.1207,0,0,0,0,1807,0.0038,0,0,469,0.001,711,0.0015,60163,0.127,20.2,0,38,22.5,32.9,0.1707,0.14
445,Punjab,Faridkot,63.91,22.47,51.27,1973,15.12,3.95,1.2,0.31,0.15,0.24,115,2.4,8.5,7.5,617508,46313,114935,2.4817,0,0,0,0,368,0.0079,0,0,116546,2.5165,0,0,231854,5.0062,11.3,9.8,36.2,22.5,26.9,0.025,0.0972
34,Assam,Dhubri,53.33,23.25,11.61,1127,52.93,13.13,4.36,0.24,0.09,0.12,519,15.3,34.5,79.5,1949258,1549660,86298,0.0557,0,0,0,0,1192,0.0008,0,0,2668,0.0017,620,0.0004,90778,0.0586,0,0,47,22.4,0,0.1851,0.1818
574,Uttar Pradesh,Ambedkar Nagar,62.66,34.36,33.52,1071,48.92,10.64,3.51,0.22,0.08,0.1,485,14.6,26.5,66.6,2397888,1596993,117536,0.0736,736,0.0005,24,0,483,0.0003,0,0,119654,0.0749,0,0,238433,0.1493,30.4,0,43.3,22.4,41,0.7442,0.1648
422,Odisha,Baudh,59.79,41.08,16.45,813,68.96,15.69,5.24,0.19,0.06,0.1,597,20.1,33.9,78.8,441162,347636,56638,0.1629,0,0,0,0,112,0.0003,0,0,1,0,0,0,56751,0.1632,31.5,0,42.3,22.4,43.5,0.8306,0.1739
443,Punjab,Firozpur,61.69,27.15,46.71,2006,17.08,3.83,1.22,0.3,0.15,0.21,147,1.1,18.1,8.8,2029074,178559,186593,1.045,0,0,20,0.0001,6,0,0,0,184304,1.0322,0,0,370925,2.0773,14.1,0,27.4,22.4,30.8,0.0827,0.1855
498,Tamil Nadu,Salem,65.15,14.52,43.15,1594,31.01,6.04,1.77,0.26,0.11,0.17,298,4.9,13.4,16.8,3482056,584985,5024,0.0086,26528,0.0453,1188,0.002,30362,0.0519,5012,0.0086,0,0,1701,0.0029,69815,0.1193,12.8,11.2,27,22.4,22.2,0.5014,0.121
339,Maharashtra,Jalna,60.95,18.06,26.79,1458,19.29,3.21,0.89,0.18,0.07,0.19,173,6.3,34.1,48.8,1959046,956014,600,0.0006,171300,0.1792,86400,0.0904,57800,0.0605,0,0,27600,0.0289,1100,0.0012,344800,0.3607,29.9,0,43.2,22.2,43.6,0.5858,0.2088
397,Delhi,Central,82.49,0.24,57.26,,,,,,,,,11.4,3.6,4.8,582320,27951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3,22.2,0,0.0482,0.2083
27,Arunachal Pradesh,Lower Subansiri,68.08,5.1,30.79,1857,30.58,9.27,3.58,0.33,0.17,0.26,288,16.8,6.3,27.9,83030,23165,14872,0.642,0,0,0,0,0,0,0,0,0,0,0,0,14873,0.642,5.3,0,34.9,22.2,21.8,0.0645,0
288,Madhya Pradesh,Ratlam,55.77,34.53,24.27,1303,35.96,7.18,1.93,0.21,0.07,0.11,346,8.6,38,54.5,1455069,793013,1228,0.0015,0,0,0,0,33696,0.0425,0,0,119238,0.1504,45,0.0001,154207,0.1945,38.9,0,45.7,22.1,41.9,0.5653,0.3536
123,Gujarat,Banaskantha,51.75,21.96,20.12,1241,49.02,10.21,2.98,0.22,0.08,0.11,486,5.7,39.6,48.6,3120506,1516566,0,0,5500,0.0036,269100,0.1774,11600,0.0076,0,0,83000,0.0547,5200,0.0034,374400,0.2469,39.6,0,42,22.1,43.1,0.5448,0.1885
261,Kerala,Malappuram,91.62,9.93,37.03,2123,11.1,2.09,0.61,0.37,0.25,1.71,66,2.7,5.2,1.9,4112920,78145,8687,0.1112,0,0,0,0,0,0,0,0,0,0,0,0,8687,0.1112,9.4,8.1,26.9,22.1,17.3,0.0009,0.1433
547,Uttar Pradesh,Pilibhit,50,34.56,29.33,1229,25.61,5.44,1.67,0.25,0.11,0.19,253,16.1,26,64.9,2031007,1318124,155964,0.1183,0,0,2,0,342,0.0003,0,0,150403,0.1141,0,0,306711,0.2327,29.2,0,52.6,22,44.1,0.4459,0.206
594,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),56.03,19.95,36.31,923,62.65,17.74,6.8,0.24,0.09,0.13,578,21.9,22.8,59.4,1578213,937459,28179,0.0301,1515,0.0016,9019,0.0096,545,0.0006,0,0,50159,0.0535,0,0,89417,0.0954,24.4,0,52.3,22,49.1,0.7176,0.1992
306,Madhya Pradesh,Narsimhapur,67.06,41.82,18.99,1283,45.12,14.71,5.79,0.33,0.18,0.34,443,12.8,27,62.3,1091854,680225,35241,0.0518,186,0.0003,0,0,1391,0.002,0,0,101351,0.149,157,0.0002,138326,0.2034,28.4,0,38.9,22,35.3,0.4816,0.2421
287,Madhya Pradesh,Mandsaur,57.98,27.71,27.33,1382,17.35,3.21,0.74,0.21,0.07,0.12,153,4.7,32.9,54.3,1340411,727843,0,0,66,0.0001,33,0,22240,0.0306,0,0,101809,0.1399,0,0,124148,0.1706,33.7,0,32.9,22,31.2,0.6232,0.436
158,Haryana,Sirsa,60.4,25.45,42.62,1783,30.92,8.34,3.29,0.31,0.16,0.21,295,3.3,23.3,10.8,1295189,139880,92456,0.661,0,0,896,0.0064,37,0.0003,0,0,301150,2.1529,0,0,394542,2.8206,23.2,0,33.6,21.9,30.1,0.0266,0.1987
43,Assam,Dibrugarh,68.99,9.43,34.74,1869,14.44,2.21,0.53,0.27,0.13,0.22,104,18.1,36.5,58.4,1326335,774580,73729,0.0952,0,0,0,0,112,0.0001,0,0,3,0,4,0,73848,0.0953,0,0,33.4,21.9,33,0.0763,0.2019
168,Haryana,Palwal,54.23,17.95,37.7,,,,,,,,,5,18.5,28.8,1042708,300300,34454,0.1147,7626,0.0254,7412,0.0247,0,0,0,0,100177,0.3336,0,0,149669,0.4984,17.8,0,33.4,21.9,27.5,0.2444,0.2944
90,Bihar,Kaimur (Bhabua),58.4,47.66,25.55,888,62.09,17.91,6.24,0.21,0.07,0.08,576,21.9,28,69.7,1626384,1133590,118095,0.1042,0,0,0,0,346,0.0003,0,0,81287,0.0717,0,0,199728,0.1762,29,0,54.9,21.8,48.1,0.7228,0.1488
35,Assam,Goalpara,63.13,18.33,23.24,1253,45.62,7.36,1.87,0.24,0.1,0.16,451,15.9,30.5,65.2,1008183,657335,82258,0.1251,0,0,0,0,1028,0.0016,0,0,1139,0.0017,109,0.0002,84534,0.1286,24.7,0,43.3,21.8,39.5,0.1034,0.1657
470,Rajasthan,Jaisalmer,39.71,13.64,20.27,1393,27.2,3.36,0.72,0.2,0.06,0.1,269,2.9,24.6,58.6,669919,392573,0,0,3127,0.008,96894,0.2468,0,0,0,0,9989,0.0254,0,0,110010,0.2802,27.41,0,37.5,21.8,37.4,0.5971,0.1136
415,Odisha,Anugul,68.64,29.22,25.4,1294,25.56,5.79,1.8,0.26,0.11,0.14,252,17.3,29.6,53.3,1273821,678947,78838,0.1161,0,0,0,0,515,0.0008,5,0,0,0,0,0,79358,0.1169,23.5,0,32.1,21.8,35.3,0.6246,0.1814
632,Telangana,Nizamabad,54.19,26.81,27.26,1676,18.85,2.86,0.65,0.27,0.13,0.44,163,11.6,33.6,37.7,2551335,961853,98029,0.1019,5710,0.0059,1581,0.0016,42056,0.0437,0,0,814,0.0008,0,0,148190,0.1541,29.7,0,36.4,21.7,36.3,0.4294,0.1951
39,Assam,Sonitpur,60.73,13.02,26.12,1147,45.06,7.62,1.97,0.19,0.06,0.07,441,12.6,23.6,62.5,1924110,1202569,167787,0.1395,0,0,0,0,1553,0.0013,0,0,362,0.0003,104,0.0001,169806,0.1412,22,0,28.6,21.7,26.9,0.1067,0.1276
