sl,state,district,female_literacy,agricultural_labour,wealth,mpce,poverty_head_ratio,poverty_gap_ratio,Squared_poverty_gap,gini,Log_mean_deviation,theil_index,rank_dist_phc_ratio,sort_ght,bmi_less,percent_ of_ poor,total_population,total_poor_population,rice,per_capita_rice,Jowar,per_capita_jowar,bajra,per_capita_bajra,maize,per_capita_maize,ragi,per_capita_ragi,wheat,per_capita_wheat,Other_cereals_and_millets,per_capita_other_cereal_millet,total_cereals_and_millets,per_capita_total_cereals_millets,bmi_1849_lessthan185,urban,stunted_5,Wasted_5,Underweight_5,Open_defecation ,Low_birth_weight
384,Nagaland,Wokha,84.48,6.84,20.8,1821,21.86,3.27,0.74,0.23,0.09,0.14,210,5.2,7.7,36.3,166343,60383,19330,0.3201,50,0.0008,40,0.0007,5270,0.0873,40,0.0007,360,0.006,1710,0.0283,26800,0.4438,11.7,0,17.9,11.6,11.6,0.044,0
543,Uttar Pradesh,Firozabad,61.75,18.58,33.78,1131,48.01,11.43,3.66,0.24,0.09,0.14,472,15.6,18.4,49,2498156,1224096,25065,0.0205,107,0.0001,74150,0.0606,9947,0.0081,0,0,100328,0.082,2941,0.0024,212538,0.1736,21.8,0,44.4,11.5,27.9,0.54,0.2529
380,Mizoram,Saiha,87.34,4.52,19.62,1533,46.85,10.52,3.31,0.25,0.1,0.11,461,7.8,14.2,20.6,56574,11654,575,0.0493,0,0,0,0,184,0.0158,0,0,0,0,0,0,759,0.0651,10.9,11.4,38.4,11.5,16.2,0,0
394,Delhi,North East,76.67,0.33,51.51,2082,24.94,4.74,1.49,0.22,0.08,0.09,238,11.4,9.5,1,2241624,22416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,11.4,0,0.0047,0.3273
371,Meghalaya,East Khasi Hills,83.81,9.18,25.74,1895,20.64,3.09,0.79,0.25,0.1,0.12,194,37.4,13.3,28.3,825922,233736,5875,0.0251,0,0,0,0,2106,0.009,0,0,0,0,265,0.0011,8246,0.0353,14.2,11.5,48.7,11.3,30.4,0.0899,0.1111
467,Rajasthan,Sikar,58.23,7.6,30.86,1717,16.85,2.95,0.7,0.26,0.12,0.27,143,1.2,20.7,18.4,2677333,492629,0,0,1,0,279599,0.5676,10,0,0,0,92032,0.1868,0,0,371643,0.7544,25.7,0,28.4,11.2,20.5,0.2802,0.1933
621,West Bengal,Nadia,70.98,28.81,22.96,1241,43.06,8.44,2.55,0.25,0.1,0.17,428,14,19.9,49,5167600,2532124,237127,0.0936,0,0,0,0,3998,0.0016,0,0,37230,0.0147,0,0,278355,0.1099,12.6,0,23.8,11.2,19.3,0.0605,0.1324
186,Jammu and Kashmir,Rajouri,47.95,15.61,26.19,1440,26.64,4.9,1.28,0.24,0.1,0.17,259,4.5,20.4,38.7,642415,248615,4410,0.0177,0,0,563,0.0023,47475,0.191,0,0,45587,0.1834,0,0,98035,0.3943,18.2,0,36.7,11.1,22.8,0.5397,0.2105
612,West Bengal,Darjiling,73.33,8.38,29.26,1685,25.42,4.77,1.22,0.28,0.13,0.21,247,7.8,20.7,26.5,1846823,489408,32594,0.0666,0,0,0,0,17288,0.0353,9531,0.0195,2346,0.0048,498,0.001,62257,0.1272,17.8,11.3,29.6,11,25.7,0.1213,0.1471
544,Uttar Pradesh,Mainpuri,66.3,23.07,31.06,997,57.4,15.35,5.75,0.25,0.1,0.15,552,23.2,19.5,63.6,1868529,1188384,82535,0.0695,238,0.0002,16646,0.014,49713,0.0418,0,0,161616,0.136,27,0,310775,0.2615,21.4,0,46.9,10.9,32.5,0.6662,0.2238
40,Assam,Lakhimpur,70.67,9.29,27.19,1240,37.43,5.76,1.38,0.21,0.07,0.13,359,13.2,28.2,61.9,1042137,645083,121293,0.188,0,0,0,0,220,0.0003,0,0,15,0,26,0,121554,0.1884,21.9,0,28.7,10.9,24.2,0.1529,0.1384
449,Punjab,Amritsar,71.96,11.6,53.59,2018,23.52,4.55,1.36,0.3,0.15,0.21,222,3.1,10.6,6.3,2490656,156911,179514,1.144,0,0,0,0,630,0.004,0,0,187759,1.1966,0,0,367905,2.3447,13.6,8.8,23.1,10.8,12.8,0.0866,0.1203
582,Uttar Pradesh,Sant Kabir Nagar,54.8,41.74,32.89,1104,45.44,8.94,2.59,0.25,0.11,0.25,449,19.8,23.2,69.1,1715183,1185191,79542,0.0671,0,0,8,0,1705,0.0014,0,0,91458,0.0772,12,0,172725,0.1457,26.4,0,51.1,10.7,36.5,0.8052,0.1535
577,Uttar Pradesh,Shrawasti,34.78,37.26,24.77,1020,35.24,5.7,1.53,0.15,0.04,0.04,338,19.3,23.7,89.7,1117361,1002273,77313,0.0771,36,0,2,0,7212,0.0072,0,0,71390,0.0712,86,0.0001,156039,0.1557,24.6,0,61.9,10.6,39.2,0.8671,0.2424
57,Assam,Baksa,61.27,19.96,26.29,1076,46.71,11.43,3.92,0.2,0.06,0.06,460,13.3,19.6,70,950075,665053,98925,0.1487,0,0,0,0,360,0.0005,0,0,280,0.0004,300,0.0005,99865,0.1502,17.5,0,33.3,10.6,29.8,0.1553,0.1552
55,Assam,Kamrup Metropolitan,85.07,2.97,53.85,2504,16.02,4.05,1.27,0.31,0.16,0.17,130,10.7,19.8,16.4,1253938,205646,24320,0.1183,25,0.0001,0,0,66,0.0003,0,0,4,0,35,0.0002,24450,0.1189,16.2,0,25.9,10.6,23.2,0.0242,0.135
175,Himachal Pradesh,Una,81.11,8.52,44.12,2037,5,1.31,0.47,0.27,0.12,0.23,18,5.4,7.8,6.8,521173,35440,1594,0.045,0,0,0,0,30835,0.8701,0,0,35367,0.9979,4,0.0001,67802,1.9132,15.2,0,23.3,10.5,14.6,0.1423,0.1857
258,Kerala,Kannur,93.29,7.42,42.03,2044,19.85,3.73,1.09,0.31,0.16,0.35,186,2.8,3.4,2.8,2523003,70644,5478,0.0775,0,0,0,0,0,0,0,0,0,0,0,0,5478,0.0775,9.3,10,25.9,10.4,10.5,0.0051,0.1246
37,Assam,Morigaon,64.04,19.84,23.13,1288,25.34,5.29,1.68,0.17,0.05,0.06,245,14.5,26.3,71.5,957423,684557,90488,0.1322,0,0,0,0,458,0.0007,0,0,1704,0.0025,589,0.0009,93239,0.1362,29.6,0,38,10.3,25.8,0.1073,0.1477
262,Kerala,Palakkad,85.79,15.26,38.19,2401,10.24,1.83,0.5,0.39,0.27,3.92,61,9.5,14.2,4.4,2809934,123637,81120,0.6561,178,0.0014,0,0,53,0.0004,50,0.0004,0,0,14,0.0001,81416,0.6585,14.1,0,21.1,10.3,19.1,0.0152,0.2026
578,Uttar Pradesh,Balrampur,38.43,38.39,27.54,969,51.35,11.25,3.94,0.2,0.07,0.07,506,17.7,19.6,79.8,2148665,1714635,106952,0.0624,0,0,0,0,3900,0.0023,0,0,86170,0.0503,0,0,197022,0.1149,27.1,0,62.8,10.1,43.5,0.7529,0.2047
446,Punjab,Bathinda,61.94,21.08,50.97,2165,18.7,3.37,0.94,0.32,0.16,0.22,162,1.9,6.9,6.5,1388525,90254,152152,1.6858,0,0,348,0.0039,272,0.003,0,0,249508,2.7645,0,0,402284,4.4572,13.9,10.4,25.9,10.1,17.2,0.024,0.1552
20,Arunachal Pradesh,Papumpare,73.72,2.21,43.63,3438,9.44,0.99,0.2,0.3,0.15,0.17,53,12.5,8.9,13.8,176573,24367,17149,0.7038,0,0,0,0,0,0,0,0,186,0.0076,0,0,17336,0.7114,10,9,25.3,10.1,11.6,0.0217,0.1071
377,Mizoram,Serchhip,97.53,2.72,28.25,1746,39.45,7.94,2.43,0.25,0.1,0.12,385,7,9.6,9.8,64937,6364,2124,0.3338,0,0,0,0,1586,0.2492,0,0,0,0,0,0,3711,0.5831,11.6,8.8,24.7,10,12.3,0,0
192,Jammu and Kashmir,Pulwama,51.8,17.88,35.5,1717,8.55,1.98,0.9,0.2,0.07,0.1,39,3.1,9,14.5,560440,81264,14237,0.1752,0,0,0,0,1761,0.0217,0,0,350,0.0043,0,0,16348,0.2012,9.1,0,22.9,10,11.5,0.027,0.0727
98,Chandigarh,Chandigarh,81.19,0.36,67.63,3549,16.84,3.51,1.1,0.39,0.25,0.34,142,10.7,12.7,3.5,1055450,36941,20,0.0005,0,0,0,0,25,0.0007,0,0,550,0.0149,0,0,595,0.0161,0,0,29.8,9.9,24.5,0.0214,0.223
257,Kerala,Kasaragod,86.49,6.56,35.71,1565,21.09,5.01,1.78,0.26,0.11,0.22,200,2.5,14,4.4,1307375,57525,3843,0.0668,0,0,0,0,0,0,0,0,0,0,0,0,3843,0.0668,12.2,14.3,18.9,9.9,13.9,0.0139,0.1297
597,Uttar Pradesh,Etah,58.8,22.59,31.73,1194,49.16,10.48,2.79,0.3,0.14,0.22,487,14.5,24.6,63.4,1774480,1125020,32131,0.0286,21,0,55305,0.0492,26254,0.0233,0,0,132602,0.1179,9,0,246322,0.2189,23.5,0,51.7,9.8,32.2,0.7015,0.2373
383,Nagaland,Zunheboto,82.62,13.91,19.2,1794,21.23,3.12,0.58,0.2,0.06,0.08,205,6,11.6,55.4,140757,77979,14240,0.1826,40,0.0005,60,0.0008,10100,0.1295,0,0,310,0.004,970,0.0124,25720,0.3298,9.4,0,30.5,9.8,13.7,0.032,0
452,Punjab,Sahibzada Ajit Singh Nagar,79.18,5.45,67.78,2776,10.09,2.41,0.82,0.36,0.22,0.38,58,3.8,16.7,4.5,994628,44758,31145,0.6958,0,0,379,0.0085,5600,0.1251,0,0,50491,1.1281,0,0,87617,1.9576,14.4,13,24.8,9.6,24,0.0894,0.1781
579,Uttar Pradesh,Gonda,47.09,33.13,32.05,988,51.45,12.82,4.13,0.24,0.09,0.14,507,20,26.4,75.1,3433919,2578873,139534,0.0541,0,0,0,0,23964,0.0093,0,0,156666,0.0607,0,0,320164,0.1241,0,0,56.6,9.4,38.6,0.8427,0.2622
540,Uttar Pradesh,Mahamaya Nagar,59.23,30.36,36.26,1464,26.75,4.94,1.42,0.25,0.1,0.16,262,12.4,20.8,46.3,1564708,724460,26859,0.0371,3,0,42894,0.0592,3396,0.0047,0,0,81770,0.1129,8886,0.0123,163808,0.2261,0,0,45.2,9.4,0,0.5796,0.2775
609,Uttarakhand,Nainital,77.29,7.56,37.38,1653,38.99,8.62,2.79,0.33,0.17,0.27,382,8.6,16.3,14.8,954605,141282,11090,0.0785,0,0,0,0,3593,0.0254,2476,0.0175,22437,0.1588,460,0.0033,40056,0.2835,18.9,15,32.4,9.4,17,0.0871,0.2
450,Punjab,Tarn Taran,61.85,19.52,49.56,2276,14.88,2.61,0.73,0.31,0.15,0.24,109,1.6,10.2,7.5,1119627,83972,186102,2.2162,0,0,13,0.0002,291,0.0035,0,0,184971,2.2028,0,0,371381,4.4227,14.8,0,23,9.3,14.3,0.1149,0.1272
519,Tamil Nadu,Kanniyakumari,89.9,9.7,41.88,2323,15.84,2.84,0.81,0.36,0.22,0.47,126,6.1,10.8,7.1,1870374,132797,12156,0.0915,3,0,97,0.0007,47,0.0004,0,0,0,0,0,0,12303,0.0926,12.5,0,16.8,9.3,12.8,0.0308,0.1618
412,Odisha,Cuttack,79.55,24.9,33.04,1447,23.66,3.89,0.99,0.29,0.14,0.25,223,11.3,19.4,45.5,2624470,1194134,119477,0.1001,0,0,0,0,0,0,0,0,0,0,40,0,119517,0.1001,22,0,15.5,9.2,17.1,0.5181,0.1301
399,Delhi,South West,82.5,0.87,64.76,3023,18.86,4.15,1.34,0.34,0.19,0.28,168,40.6,6.3,1.8,2292958,41273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9.1,0,0.1243,0.312
370,Meghalaya,Ribhoi,74.49,13.84,19.05,1414,33.43,4.71,0.92,0.19,0.05,0.07,319,22.5,16.5,61.6,258840,159445,9667,0.0606,0,0,0,0,1594,0.01,0,0,0,0,29,0.0002,11290,0.0708,16.9,0,52.8,8.8,30.8,0.0816,0.1364
373,Mizoram,Mamit,80.35,4.32,20.97,1634,37.61,9.33,3.43,0.26,0.11,0.13,365,5.1,11.1,37.6,86364,32473,2190,0.0674,0,0,0,0,740,0.0228,0,0,0,0,0,0,2930,0.0902,10.4,0,31.3,8.7,17.4,0.0256,0
555,Uttar Pradesh,Farrukhabad,59.44,21.73,30.94,1136,44.39,11.76,3.9,0.24,0.09,0.11,439,17.4,22.6,60.8,1885204,1146204,12635,0.011,908,0.0008,3620,0.0032,37314,0.0326,0,0,72698,0.0634,0,0,127175,0.111,23.4,0,49.6,8.6,31.4,0.5697,0.2356
44,Assam,Sivasagar,74.71,9.08,34.29,1317,35.39,6.26,1.82,0.23,0.08,0.11,340,18.3,32.3,55.1,1151050,634229,104034,0.164,581,0.0009,0,0,33,0.0001,0,0,3,0,8,0,104659,0.165,32.2,0,35.5,8.5,22.2,0.0709,0.1628
358,Manipur,Tamenglong,63.69,1.92,11.24,1549,7.75,0.62,0.07,0.15,0.04,0.04,33,13.4,5.3,71.9,140651,101128,8520,0.0842,0,0,0,0,0,0,0,0,0,0,0,0,8520,0.0843,7.2,0,37.8,8.4,16.3,0.0222,0.0909
29,Arunachal Pradesh,Dibang Valley,59.16,2.81,19.79,1926,34.21,8.78,3.13,0.34,0.19,0.25,328,9.1,2.8,43.7,8004,3498,4694,1.342,0,0,0,0,0,0,0,0,0,0,0,0,4695,1.3424,7.4,0,35.7,8.4,14.9,0,0
385,Nagaland,Dimapur,81.77,4.78,37.74,2240,20.37,4.49,1.33,0.24,0.09,0.1,192,8.2,15.8,19.9,378811,75383,48890,0.6486,0,0,60,0.0008,6740,0.0894,40,0.0005,470,0.0062,80,0.0011,56281,0.7466,14.1,13.2,22.1,8.4,14.8,0.005,0.1111
357,Manipur,Senapati (Excluding 3 Sub-Divisions),68.07,6.28,20.81,998,71.84,14.34,3.72,0.12,0.02,0.03,604,7.7,6.5,62.3,479148,298509,24110,0.0808,0,0,0,0,1440,0.0048,0,0,0,0,0,0,25550,0.0856,9.2,0,34.9,8.2,14.7,0.0308,0.0588
363,Manipur,Imphal East,75.32,8.38,50.1,1403,30.92,3.89,0.94,0.18,0.05,0.07,297,8.4,9.4,33.6,456113,153254,30210,0.1971,0,0,0,0,0,0,0,0,0,0,0,0,30210,0.1971,10,8.9,26.7,7.9,17.1,0.0047,0.1053
193,Jammu and Kashmir,Shupiyan,50.9,12.14,37.92,,,,,,,,,0.7,7.5,27,266215,71878,307,0.0043,0,0,0,0,530,0.0074,0,0,0,0,0,0,837,0.0116,9.4,0,23.2,7.8,11.1,0.0288,0.1111
195,Jammu and Kashmir,Kulgam,48.49,18.45,28.65,,,,,,,,,3.8,6.9,35.6,424483,151116,12957,0.0857,0,0,0,0,3603,0.0238,0,0,0,0,0,0,16560,0.1096,7.7,0,22.9,7.8,10.2,0.0508,0.1463
364,Manipur,Ukhrul,76.95,3.53,15.07,1208,48.39,5.94,1.02,0.16,0.04,0.05,477,6.1,6.5,69.6,183998,128063,13580,0.106,0,0,0,0,1340,0.0105,0,0,0,0,0,0,14920,0.1165,8.3,0,34,7.3,11.1,0.0149,0
361,Manipur,Thoubal,64.09,13.97,38.42,1229,66.37,17.12,5.98,0.23,0.09,0.14,588,6.9,7.6,45.6,422168,192509,25750,0.1338,0,0,0,0,0,0,0,0,0,0,0,0,25750,0.1338,9.8,9.6,30.1,7.3,17.9,0.0174,0.0968
184,Jammu and Kashmir,Kargil,56.3,6.78,29.68,2021,7.12,0.8,0.11,0.23,0.09,0.15,27,7.6,11.3,66.3,140802,93352,4057,0.0435,0,0,0,0,0,0,0,0,1565,0.0168,980,0.0105,6602,0.0707,15.5,0,38.3,7.1,20.3,0,0.1429
360,Manipur,Bishnupur,66.68,11.93,40.13,1154,63.92,13.13,4.15,0.14,0.03,0.04,581,6.1,9.6,41.8,237399,99233,21740,0.2191,0,0,0,0,0,0,0,0,0,0,0,0,21740,0.2191,10.1,11.8,24.9,7.1,13.7,0.0122,0.0645
365,Manipur,Chandel,63.96,9,23.98,1227,49.65,16.54,6.4,0.24,0.09,0.1,490,10.6,4.5,51,144182,73533,8230,0.1119,0,0,0,0,280,0.0038,0,0,0,0,0,0,8510,0.1157,6,0,36.9,6.9,13.2,0.0426,0.1667
359,Manipur,Churachandpur,78.5,5.22,24.61,1496,31.86,4.9,1.02,0.25,0.1,0.12,303,8.1,7.3,42.8,274143,117333,21040,0.1793,0,0,0,0,160,0.0014,0,0,0,0,0,0,21200,0.1807,8.1,0,35.4,6.8,11.3,0,0.0625
386,Nagaland,Phek,72.21,3.16,15,1836,17.63,2.22,0.53,0.21,0.07,0.08,156,3,7.8,61.5,163418,100502,16230,0.1615,50,0.0005,60,0.0006,8840,0.088,0,0,340,0.0034,2290,0.0228,27810,0.2767,7.7,0,28.5,6.7,12.8,0.014,0
433,Puducherry,Mahe,97.25,0.61,48.55,2639,4.61,0.65,0.16,0.32,0.17,0.67,15,4.3,7.6,0.9,41816,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,31.9,6.6,13.1,0,0
189,Jammu and Kashmir,Bandipore,44.34,20.99,30.23,,,,,,,,,2.6,6,31.3,392232,122769,11746,0.0957,0,0,0,0,6625,0.054,0,0,0,0,181,0.0015,18552,0.1511,9.1,0,20.3,6.4,9.9,0.0065,0.16
18,Arunachal Pradesh,West Kameng,59.05,3.28,21.6,3399,0.31,0.08,0.03,0.23,0.09,0.11,1,14,9.4,30.9,83947,25940,6230,0.2402,0,0,0,0,0,0,0,0,602,0.0232,0,0,6832,0.2634,8.3,0,27.5,6.3,11.6,0.1176,0.125
41,Assam,Dhemaji,65.21,5.48,26.23,1298,25.2,3.51,0.86,0.18,0.05,0.06,242,15.7,18.7,75.6,686133,518717,72328,0.1394,0,0,0,0,355,0.0007,0,0,25,0,17,0,72725,0.1402,17.4,0,36.2,6.1,15.8,0.2124,0.1207
48,Assam,Dima Hasao,71.33,5.12,16.52,1093,57.3,12.75,4.17,0.19,0.06,0.06,549,17.3,10.5,57.7,214102,123537,15035,0.1217,0,0,0,0,3454,0.028,0,0,0,0,0,0,18489,0.1497,16,0,34.9,6.1,18.2,0.1429,0.0741
374,Mizoram,Kolasib,92.38,12.77,26.16,2058,24.48,4.96,1.6,0.25,0.1,0.11,232,5.5,9.7,15.2,83955,12761,4324,0.3388,0,0,0,0,929,0.0728,0,0,0,0,0,0,5253,0.4117,10,8.7,26.8,6.1,11,0,0.0714
378,Mizoram,Lunglei,85.49,10.21,27.5,1801,28.12,5.33,1.5,0.24,0.09,0.11,275,6.1,11.5,23.3,161428,37613,3016,0.0802,0,0,0,0,485,0.0129,0,0,0,0,0,0,3501,0.0931,11,8.3,25.7,6.1,13.1,0,0.087
376,Mizoram,Champhai,94.59,7.45,24.95,1785,23.84,5.06,1.55,0.23,0.08,0.09,228,4.6,7,18.5,125745,23263,4470,0.1922,0,0,0,0,770,0.0331,0,0,0,0,0,0,5240,0.2253,7.5,6,34.1,5.7,12.7,0,0.04
194,Jammu and Kashmir,Anantnag,52.19,19.19,30.45,1721,7.7,1.41,0.38,0.17,0.05,0.05,32,5.1,8.6,28,1078692,302034,23074,0.0764,0,0,0,0,11140,0.0369,0,0,0,0,0,0,34214,0.1133,10.1,0,19,5.6,8.2,0.0428,0.1748
181,Jammu and Kashmir,Kupwara,50.95,24.33,21.37,1707,5.26,0.6,0.1,0.2,0.07,0.1,19,4.1,16.3,44.4,870354,386437,17403,0.045,0,0,0,0,18741,0.0485,0,0,0,0,38,0.0001,36182,0.0936,16.9,0,31.9,5.3,14.4,0.0081,0.1867
1,Andaman and Nicobar Islands,Nicobars,71.06,1.36,33.68,2952,3.9,0.56,0.1,0.33,0.17,0.35,8,9,6.4,11.8,36842,4347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,5.3,0,0.0909,0.25
202,Jammu and Kashmir,Samba,73.64,6.41,38.44,,,,,,,,,9.6,14.2,17.6,318898,56126,19328,0.3444,0,0,4437,0.0791,2667,0.0475,0,0,29549,0.5265,83,0.0015,56065,0.9989,16.8,0,19.8,4.9,9,0.4776,0.1176
191,Jammu and Kashmir,Ganderbal,45.71,18.37,34.12,,,,,,,,,1.4,7,24.3,297446,72279,7832,0.1084,0,0,0,0,4012,0.0555,0,0,0,0,24,0.0003,11868,0.1642,10.2,0,23.8,4.7,8.3,0.0087,0.1458
362,Manipur,Imphal West,80.17,5.1,55.52,1513,48.77,9.82,2.79,0.21,0.07,0.1,482,7.2,6.4,23.4,517992,121210,23130,0.1908,0,0,0,0,0,0,0,0,0,0,0,0,23130,0.1908,8,7.2,21.1,4.7,8.4,0.0038,0.0947
182,Jammu and Kashmir,Badgam,44.85,16.73,34.72,1378,21.16,3.89,1.16,0.19,0.06,0.07,204,4.6,9.1,28.2,753745,212556,24567,0.1156,0,0,0,0,7285,0.0343,0,0,3134,0.0147,0,0,34986,0.1646,12.2,0,21.3,4.4,8.9,0.0044,0.131
391,Nagaland,Peren,72.58,5.3,14.91,1869,14.82,2.37,0.57,0.2,0.06,0.08,108,12.6,6.2,52.5,95219,49990,17420,0.3485,0,0,40,0.0008,3100,0.062,0,0,370,0.0074,60,0.0012,20990,0.4199,7.5,0,30,4.2,10.3,0.031,0
375,Mizoram,Aizawl,97.67,4.85,42.35,2363,18.34,4.05,1.3,0.26,0.11,0.11,161,4.2,7.5,3.6,400309,14411,3084,0.214,0,0,0,0,481,0.0334,0,0,0,0,0,0,3565,0.2474,6.8,0,24,2.4,6.7,0,0.0732
382,Nagaland,Mokokchung,91.01,7.31,25.25,1653,20.88,3.95,1.09,0.18,0.05,0.06,198,5.2,12.6,19.1,194622,37173,16230,0.4366,0,0,60,0.0016,3940,0.106,80,0.0022,380,0.0102,780,0.021,21471,0.5776,14.4,0,17.8,1.9,5.8,0,0
